%  Name/ID : Pilot 
%  Gender:  male
%  Age: 9
% weight(kg):0
% Height(cm):0
%  Wheel Size :24 in/540mm
%  Wheel Side :Right 
%  S/N :PRO00008
%  Comment:%  Data were taken at 00/00/0000 0:00:00 PM
% Comment : 
%%%%%
%Time(s) 	Push Start 	Push End 	Fx 	Fy 	Fz 	Tx 	Ty 	Tz 	Angle 
11.260000	0.000000	0.000000	-2.383946	-1.088302	-3.367977	0.083706	0.002468	-0.032978	2564.927675
11.265000	0.000000	0.000000	-1.982567	-1.109303	-3.209416	0.060482	0.014116	-0.020282	2565.960407
11.270000	0.000000	0.000000	-1.607771	-1.205474	-3.034213	0.036081	0.021670	-0.018416	2566.196613
11.275000	0.000000	0.000000	-1.304470	-1.390960	-2.795086	0.017450	0.022783	-0.024841	2567.817114
11.280000	0.000000	0.000000	-1.104662	-1.680481	-2.473016	0.009978	0.015078	-0.036250	2568.998161
11.285000	0.000000	0.000000	-1.021737	-2.087861	-2.115068	0.016033	-0.002652	-0.050264	2570.398952
11.290000	0.000000	0.000000	-1.047358	-2.612473	-1.830938	0.034181	-0.029070	-0.065530	2571.129543
11.295000	0.000000	0.000000	-1.150995	-3.211448	-1.744107	0.059247	-0.059516	-0.080322	2571.294338
11.300000	0.000000	0.000000	-1.285323	-3.776172	-1.920165	0.083385	-0.086560	-0.091103	2572.733582
11.305000	0.000000	0.000000	-1.400400	-4.145896	-2.309847	0.098109	-0.101959	-0.092741	2573.195007
11.310000	0.000000	0.000000	-1.460727	-4.171784	-2.740746	0.096735	-0.099362	-0.080736	2574.529863
11.315000	0.000000	0.000000	-1.452728	-3.799731	-2.971254	0.076260	-0.076635	-0.054151	2576.238272
11.320000	0.000000	0.000000	-1.379272	-3.116552	-2.789341	0.037990	-0.036928	-0.017244	2577.380867
11.325000	0.000000	0.000000	-1.250530	-2.324765	-2.110896	-0.012931	0.011821	0.021383	2578.160913
11.330000	0.000000	0.000000	-1.081943	-1.660657	-1.027865	-0.068497	0.058651	0.051769	2578.446558
11.335000	0.000000	0.000000	-0.898774	-1.300845	0.218881	-0.119111	0.092188	0.066148	2579.473797
11.340000	0.000000	0.000000	-0.735745	-1.296797	1.331356	-0.155582	0.103685	0.061481	2581.215147
11.345000	0.000000	0.000000	-0.626349	-1.565513	2.072121	-0.171978	0.090035	0.040132	2581.506302
11.350000	0.000000	0.000000	-0.587173	-1.940628	2.352443	-0.168113	0.055736	0.008680	2582.335770
11.355000	0.000000	0.000000	-0.603993	-2.249974	2.242106	-0.149628	0.012422	-0.024549	2583.346529
11.360000	0.000000	0.000000	-0.627081	-2.376954	1.896511	-0.124885	-0.024709	-0.052236	2584.401234
11.365000	0.000000	0.000000	-0.583535	-2.287047	1.454477	-0.100506	-0.042464	-0.070074	2585.615240
11.370000	0.000000	0.000000	-0.406963	-2.023038	0.976736	-0.078598	-0.034642	-0.077422	2587.081949
11.375000	0.000000	0.000000	-0.072161	-1.680166	0.457262	-0.057311	-0.003924	-0.076638	2588.026773
11.380000	0.000000	0.000000	0.386183	-1.366454	-0.113432	-0.033931	0.040012	-0.071521	2588.328915
11.385000	0.000000	0.000000	0.885235	-1.154471	-0.686476	-0.008208	0.084748	-0.065488	2590.504242
11.390000	0.000000	0.000000	1.328123	-1.051884	-1.145403	0.016087	0.119480	-0.060085	2590.603119
11.395000	0.000000	0.000000	1.636618	-1.013880	-1.360559	0.032082	0.137767	-0.054502	2591.916002
11.400000	0.000000	0.000000	1.766301	-0.982377	-1.266243	0.032809	0.138247	-0.046400	2592.756474
11.405000	0.000000	0.000000	1.705521	-0.922490	-0.902632	0.015006	0.123836	-0.033748	2594.256124
11.410000	0.000000	0.000000	1.469368	-0.838645	-0.396360	-0.018125	0.100251	-0.016718	2595.821693
11.415000	0.000000	0.000000	1.096774	-0.770588	0.101765	-0.056945	0.074451	0.001552	2597.145563
11.420000	0.000000	0.000000	0.648713	-0.782018	0.482235	-0.088785	0.053252	0.015900	2597.233471
11.425000	0.000000	0.000000	0.200465	-0.942708	0.709219	-0.103114	0.042011	0.021420	2597.189526
11.430000	0.000000	0.000000	-0.174898	-1.295256	0.801332	-0.095511	0.043262	0.015931	2598.310148
11.435000	0.000000	0.000000	-0.426306	-1.817601	0.775129	-0.068458	0.055698	0.001310	2599.837265
11.440000	0.000000	0.000000	-0.537317	-2.411522	0.599518	-0.029417	0.074325	-0.017158	2601.298464
11.445000	0.000000	0.000000	-0.525061	-2.930667	0.209747	0.011896	0.092263	-0.033093	2601.606081
11.450000	0.000000	0.000000	-0.428365	-3.230750	-0.415108	0.045617	0.103653	-0.041800	2603.072790
11.455000	0.000000	0.000000	-0.293774	-3.217592	-1.165437	0.063056	0.106291	-0.042142	2603.913244
11.460000	0.000000	0.000000	-0.166570	-2.876948	-1.783678	0.057878	0.102572	-0.036743	2604.797661
11.465000	0.000000	0.000000	-0.087472	-2.280095	-1.958165	0.027597	0.098058	-0.030564	2606.593960
11.470000	0.000000	0.000000	-0.090277	-1.571445	-1.491759	-0.024913	0.098322	-0.028610	2607.363020
11.475000	0.000000	0.000000	-0.196427	-0.934942	-0.445074	-0.090698	0.105769	-0.033829	2607.379499
11.480000	0.000000	0.000000	-0.406612	-0.529688	0.842944	-0.155619	0.118160	-0.046032	2609.648211
11.485000	0.000000	0.000000	-0.691759	-0.427853	1.881548	-0.203453	0.129557	-0.062056	2609.653704
11.490000	0.000000	0.000000	-0.990447	-0.599450	2.233674	-0.220751	0.133019	-0.076878	2610.488665
11.495000	0.000000	0.000000	-1.223117	-0.935555	1.688722	-0.201441	0.123506	-0.085223	2612.164114
11.500000	0.000000	0.000000	-1.321826	-1.288097	0.327208	-0.149145	0.099825	-0.083251	2613.010078
11.505000	0.000000	0.000000	-1.259920	-1.521973	-1.524763	-0.076479	0.065206	-0.069943	2613.581367
11.510000	0.000000	0.000000	-1.066292	-1.562459	-3.409780	-0.001693	0.026597	-0.047810	2614.987635
11.515000	0.000000	0.000000	-0.818565	-1.413591	-4.878090	0.056475	-0.007294	-0.022527	2616.097271
11.520000	0.000000	0.000000	-0.618211	-1.142249	-5.614229	0.084238	-0.028817	-0.001365	2617.745255
11.525000	0.000000	0.000000	-0.555324	-0.843709	-5.520124	0.076712	-0.034020	0.009219	2617.756241
11.530000	0.000000	0.000000	-0.674907	-0.605601	-4.734767	0.039113	-0.023983	0.005913	2618.602205
11.535000	0.000000	0.000000	-0.958039	-0.479059	-3.585773	-0.015064	-0.004317	-0.010101	2619.832691
11.540000	0.000000	0.000000	-1.325316	-0.468397	-2.485044	-0.068310	0.016824	-0.033253	2620.541309
11.545000	0.000000	0.000000	-1.662613	-0.544219	-1.798317	-0.104583	0.031449	-0.055178	2621.986046
11.550000	0.000000	0.000000	-1.861780	-0.668698	-1.728637	-0.114351	0.034333	-0.067501	2623.079203
11.555000	0.000000	0.000000	-1.860999	-0.816278	-2.251414	-0.097490	0.024741	-0.064995	2623.414286
11.560000	0.000000	0.000000	-1.667579	-0.979073	-3.126089	-0.062911	0.006669	-0.047856	2624.787594
11.565000	0.000000	0.000000	-1.350722	-1.163200	-3.984655	-0.024969	-0.012655	-0.021895	2625.095211
11.570000	0.000000	0.000000	-1.006800	-1.384678	-4.463367	0.002013	-0.025554	0.003630	2626.149916
11.575000	0.000000	0.000000	-0.716648	-1.659233	-4.323329	0.009073	-0.026840	0.019658	2627.704515
11.580000	0.000000	0.000000	-0.515596	-1.984621	-3.516145	-0.004254	-0.015723	0.020787	2628.347216
11.585000	0.000000	0.000000	-0.389207	-2.321887	-2.181920	-0.030282	0.004087	0.007198	2629.643620
11.590000	0.000000	0.000000	-0.293375	-2.588274	-0.593684	-0.056929	0.026089	-0.015495	2631.027931
11.595000	0.000000	0.000000	-0.181517	-2.681772	0.925792	-0.073267	0.043701	-0.038235	2631.412453
11.600000	0.000000	0.000000	-0.027131	-2.529688	2.088835	-0.074153	0.052729	-0.051670	2632.456171
11.605000	0.000000	0.000000	0.161677	-2.127949	2.709820	-0.061760	0.052634	-0.049530	2634.362333
11.610000	0.000000	0.000000	0.344963	-1.553707	2.741782	-0.043819	0.046244	-0.031083	2633.840466
11.615000	0.000000	0.000000	0.472077	-0.945771	2.275602	-0.029951	0.038286	-0.001706	2634.972075
11.620000	0.000000	0.000000	0.507100	-0.455481	1.502107	-0.027756	0.033428	0.028869	2636.751894
11.625000	0.000000	0.000000	0.448195	-0.195259	0.647879	-0.039910	0.034480	0.050210	2636.971621
11.630000	0.000000	0.000000	0.333150	-0.209874	-0.095492	-0.063070	0.041288	0.055280	2638.081257
11.635000	0.000000	0.000000	0.223581	-0.470131	-0.624684	-0.088943	0.050828	0.043083	2638.597614
11.640000	0.000000	0.000000	0.174362	-0.883397	-0.941083	-0.107352	0.058504	0.018574	2640.163200
11.645000	0.000000	0.000000	0.206372	-1.319411	-1.128293	-0.110161	0.060063	-0.009857	2641.531015
11.650000	0.000000	0.000000	0.298594	-1.649752	-1.307674	-0.094300	0.053178	-0.033875	2642.063852
11.655000	0.000000	0.000000	0.401403	-1.790424	-1.593675	-0.062594	0.038023	-0.047949	2643.195461
11.660000	0.000000	0.000000	0.459393	-1.726964	-2.059877	-0.022344	0.016948	-0.050423	2644.211714
11.665000	0.000000	0.000000	0.435596	-1.512553	-2.714735	0.017202	-0.006238	-0.043040	2644.914856
11.670000	0.000000	0.000000	0.329934	-1.243713	-3.485617	0.047375	-0.026959	-0.029643	2645.409241
11.675000	0.000000	0.000000	0.178243	-1.020328	-4.218454	0.062138	-0.040551	-0.014742	2647.029758
11.680000	0.000000	0.000000	0.030717	-0.904956	-4.705152	0.059610	-0.043154	-0.002286	2648.117422
11.685000	0.000000	0.000000	-0.071674	-0.902431	-4.743603	0.042724	-0.032882	0.005213	2649.748909
11.690000	0.000000	0.000000	-0.106960	-0.968149	-4.217443	0.018480	-0.010881	0.007177	2650.243311
11.695000	0.000000	0.000000	-0.070206	-1.035174	-3.163782	-0.004397	0.018376	0.005024	2651.352947
11.700000	0.000000	0.000000	0.027641	-1.041780	-1.790058	-0.018680	0.048063	0.001629	2651.413372
11.705000	0.000000	0.000000	0.156965	-0.948261	-0.417545	-0.021433	0.071234	0.000039	2654.319290
11.710000	0.000000	0.000000	0.278435	-0.748483	0.633284	-0.015083	0.083409	0.001795	2654.341263
11.715000	0.000000	0.000000	0.366695	-0.478060	1.163159	-0.006133	0.084188	0.005792	2654.401688
11.720000	0.000000	0.000000	0.423149	-0.205368	1.159032	-0.001861	0.077112	0.008644	2657.175787
11.725000	0.000000	0.000000	0.470192	-0.007187	0.772848	-0.006549	0.067902	0.006691	2657.340582
11.730000	0.000000	0.000000	0.540448	0.053719	0.232604	-0.019316	0.061997	-0.001391	2658.318382
11.735000	0.000000	0.000000	0.657628	-0.053125	-0.262113	-0.034719	0.062631	-0.013099	2659.136881
11.740000	0.000000	0.000000	0.812914	-0.311989	-0.610182	-0.045720	0.070127	-0.022907	2661.812086
11.745000	0.000000	0.000000	0.964074	-0.662624	-0.823006	-0.047366	0.082173	-0.025019	2660.823299
11.750000	0.000000	0.000000	1.060442	-1.017385	-0.990209	-0.039202	0.094589	-0.016460	2661.878004
11.755000	0.000000	0.000000	1.067247	-1.282429	-1.220194	-0.025148	0.102406	0.001253	2663.432587
11.760000	0.000000	0.000000	0.977639	-1.380608	-1.581558	-0.011122	0.101204	0.022694	2663.855577
11.765000	0.000000	0.000000	0.812359	-1.273450	-2.066146	-0.001992	0.088671	0.040904	2664.602648
11.770000	0.000000	0.000000	0.607651	-0.972665	-2.585983	0.000438	0.065973	0.050143	2667.728310
11.775000	0.000000	0.000000	0.407953	-0.540675	-3.005727	-0.002428	0.038007	0.047718	2667.195473
11.780000	0.000000	0.000000	0.268000	-0.082148	-3.198173	-0.007382	0.011924	0.034458	2668.261164
11.785000	0.000000	0.000000	0.243213	0.279239	-3.098583	-0.011330	-0.005606	0.014073	2668.019447
11.790000	0.000000	0.000000	0.361342	0.439839	-2.734539	-0.012599	-0.010919	-0.008298	2669.315868
11.795000	0.000000	0.000000	0.595556	0.358581	-2.221719	-0.011077	-0.004397	-0.027836	2671.381315
11.800000	0.000000	0.000000	0.866627	0.079300	-1.731551	-0.007496	0.010171	-0.041314	2671.430754
11.805000	0.000000	0.000000	1.076679	-0.284936	-1.444065	-0.002666	0.027208	-0.047285	2672.419540
11.810000	0.000000	0.000000	1.148088	-0.598258	-1.497322	0.002794	0.041092	-0.045404	2673.825825
11.815000	0.000000	0.000000	1.050043	-0.752594	-1.941134	0.008292	0.047444	-0.035931	2673.759907
11.820000	0.000000	0.000000	0.807460	-0.694437	-2.704827	0.013127	0.043804	-0.020227	2675.572668
11.825000	0.000000	0.000000	0.494528	-0.419862	-3.595082	0.016602	0.029967	-0.001872	2676.698784
11.830000	0.000000	0.000000	0.225786	0.043375	-4.338844	0.018195	0.008151	0.012932	2677.000908
11.835000	0.000000	0.000000	0.138671	0.645782	-4.669217	0.017463	-0.017062	0.016719	2678.324795
11.840000	0.000000	0.000000	0.349870	1.313177	-4.426769	0.013897	-0.039476	0.003542	2679.417952
11.845000	0.000000	0.000000	0.895347	1.937888	-3.632017	0.007227	-0.053128	-0.028244	2680.252913
11.850000	0.000000	0.000000	1.686269	2.378006	-2.490259	-0.001658	-0.054722	-0.074623	2680.906616
11.855000	0.000000	0.000000	2.512842	2.478261	-1.320830	-0.009930	-0.045197	-0.126616	2682.246965
11.860000	0.000000	0.000000	3.111692	2.115974	-0.443837	-0.013228	-0.029198	-0.172772	2683.257725
11.865000	0.000000	0.000000	3.277696	1.260224	-0.078220	-0.007615	-0.012650	-0.202454	2683.878461
11.870000	0.000000	0.000000	2.965049	0.018022	-0.288834	0.007934	-0.000017	-0.208731	2684.795836
11.875000	0.000000	0.000000	2.314916	-1.363519	-0.985282	0.030228	0.007056	-0.189981	2686.004350
11.880000	0.000000	0.000000	1.588317	-2.556520	-1.955915	0.052821	0.009348	-0.150007	2687.839092
11.885000	0.000000	0.000000	1.046147	-3.259857	-2.925771	0.068770	0.008769	-0.096993	2688.322499
11.890000	0.000000	0.000000	0.838331	-3.308304	-3.633661	0.073522	0.007244	-0.041696	2689.349738
11.895000	0.000000	0.000000	0.945822	-2.726798	-3.912750	0.066313	0.006118	0.004886	2690.794457
11.900000	0.000000	0.000000	1.200540	-1.703214	-3.742530	0.049512	0.005844	0.034062	2690.322045
11.905000	0.000000	0.000000	1.367178	-0.502973	-3.242588	0.026681	0.005882	0.041475	2691.849162
11.910000	0.000000	0.000000	1.241706	0.623004	-2.608790	0.000916	0.005036	0.027958	2692.810483
11.915000	0.000000	0.000000	0.734540	1.496933	-2.027454	-0.025388	0.002232	-0.000896	2693.398260
11.920000	0.000000	0.000000	-0.091461	2.030308	-1.610774	-0.049554	-0.002553	-0.036162	2694.892426
11.925000	0.000000	0.000000	-1.044909	2.211129	-1.376154	-0.067768	-0.007736	-0.067861	2695.782328
11.930000	0.000000	0.000000	-1.872490	2.081051	-1.265573	-0.075604	-0.010509	-0.087857	2697.144658
11.935000	0.000000	0.000000	-2.343995	1.713847	-1.187580	-0.069900	-0.008115	-0.092526	2697.023800
11.940000	0.000000	0.000000	-2.334704	1.196011	-1.068079	-0.050707	0.000729	-0.083796	2699.094757
11.945000	0.000000	0.000000	-1.867194	0.607186	-0.900016	-0.021877	0.015115	-0.067780	2700.193407
11.950000	0.000000	0.000000	-1.087523	0.004058	-0.770792	0.010155	0.032217	-0.051698	2700.523005
11.955000	0.000000	0.000000	-0.199249	-0.583276	-0.837084	0.038552	0.048260	-0.040967	2703.264137
11.960000	0.000000	0.000000	0.604181	-1.137328	-1.240778	0.058085	0.059480	-0.037835	2703.115813
11.965000	0.000000	0.000000	1.185172	-1.630753	-2.007740	0.066313	0.062662	-0.041658	2703.978257
11.970000	0.000000	0.000000	1.478312	-2.015371	-2.996110	0.063886	0.055461	-0.049984	2704.329820
11.975000	0.000000	0.000000	1.483699	-2.236066	-3.934226	0.054075	0.036884	-0.059689	2704.813227
11.980000	0.000000	0.000000	1.249941	-2.263951	-4.530969	0.041567	0.007908	-0.067948	2706.219502
11.985000	0.000000	0.000000	0.856668	-2.127316	-4.599119	0.030829	-0.028168	-0.073029	2706.741362
11.990000	0.000000	0.000000	0.399029	-1.916563	-4.130428	0.024666	-0.066052	-0.074758	2708.405816
11.995000	0.000000	0.000000	-0.029921	-1.752145	-3.290874	0.023511	-0.099561	-0.074386	2708.850771
12.000000	0.000000	0.000000	-0.360492	-1.727707	-2.342659	0.025607	-0.123268	-0.073896	2709.779124
12.005000	0.000000	0.000000	-0.566335	-1.861124	-1.530204	0.027838	-0.134211	-0.075213	2710.800870
12.010000	0.000000	0.000000	-0.672656	-2.084233	-0.984341	0.026845	-0.132859	-0.079734	2712.404900
12.015000	0.000000	0.000000	-0.744213	-2.276980	-0.693784	0.020137	-0.122639	-0.088026	2712.443352
12.020000	0.000000	0.000000	-0.855078	-2.324674	-0.557639	0.007011	-0.108089	-0.099324	2713.701303
12.025000	0.000000	0.000000	-1.049056	-2.165692	-0.481782	-0.010941	-0.092776	-0.110939	2714.481350
12.030000	0.000000	0.000000	-1.307940	-1.808239	-0.453700	-0.030053	-0.078205	-0.118355	2715.645918
12.035000	0.000000	0.000000	-1.548307	-1.316227	-0.549750	-0.045682	-0.064054	-0.116542	2716.678641
12.040000	0.000000	0.000000	-1.652756	-0.778058	-0.877033	-0.053947	-0.049107	-0.102005	2717.815743
12.045000	0.000000	0.000000	-1.523622	-0.275060	-1.488408	-0.053466	-0.032186	-0.074488	2719.842755
12.050000	0.000000	0.000000	-1.131029	0.141536	-2.317954	-0.046221	-0.012830	-0.037596	2719.677960
12.055000	0.000000	0.000000	-0.530242	0.460399	-3.173954	-0.036760	0.008253	0.001925	2720.419546
12.060000	0.000000	0.000000	0.151872	0.701019	-3.799802	-0.029727	0.029074	0.036138	2721.974137
12.065000	0.000000	0.000000	0.755444	0.893013	-3.976264	-0.026935	0.046752	0.058486	2721.875260
12.070000	0.000000	0.000000	1.140632	1.058058	-3.615508	-0.025841	0.058326	0.065938	2723.341952
12.075000	0.000000	0.000000	1.229528	1.197691	-2.803968	-0.020595	0.061802	0.059819	2724.143971
12.080000	0.000000	0.000000	1.022251	1.287681	-1.776942	-0.005243	0.056912	0.045056	2725.467841
12.085000	0.000000	0.000000	0.589438	1.283030	-0.835982	0.022703	0.045131	0.028126	2725.995193
12.090000	0.000000	0.000000	0.046713	1.136781	-0.241931	0.060314	0.028897	0.014471	2727.549785
12.095000	0.000000	0.000000	-0.478051	0.832052	-0.125753	0.100028	0.010443	0.006476	2727.703593
12.100000	0.000000	0.000000	-0.875709	0.411032	-0.452568	0.132733	-0.008999	0.002945	2728.818723
12.105000	0.000000	0.000000	-1.080377	-0.025327	-1.053083	0.151424	-0.028951	0.000201	2730.246971
12.110000	0.000000	0.000000	-1.076842	-0.352924	-1.708236	0.153597	-0.048591	-0.005752	2730.631493
12.115000	0.000000	0.000000	-0.889117	-0.476894	-2.248194	0.141408	-0.065782	-0.016814	2731.444498
12.120000	0.000000	0.000000	-0.568587	-0.376683	-2.617637	0.119924	-0.077184	-0.031039	2732.878231
12.125000	0.000000	0.000000	-0.190431	-0.120391	-2.873774	0.094696	-0.079735	-0.042513	2733.823072
12.130000	0.000000	0.000000	0.156296	0.164490	-3.119755	0.069950	-0.072798	-0.043486	2734.696494
12.135000	0.000000	0.000000	0.392523	0.348279	-3.415637	0.048000	-0.059439	-0.028421	2735.163422
12.140000	0.000000	0.000000	0.475059	0.351746	-3.724726	0.029768	-0.045567	0.001812	2737.371708
12.145000	0.000000	0.000000	0.417528	0.177797	-3.929259	0.015891	-0.037179	0.038221	2737.882581
12.150000	0.000000	0.000000	0.305145	-0.081341	-3.901955	0.007583	-0.037443	0.066220	2737.283817
12.155000	0.000000	0.000000	0.283872	-0.275254	-3.585359	0.006542	-0.045267	0.071671	2738.629660
12.160000	0.000000	0.000000	0.507287	-0.262631	-3.030592	0.013794	-0.055974	0.047435	2740.068894
12.165000	0.000000	0.000000	1.058275	0.021847	-2.375034	0.028270	-0.063712	-0.002918	2741.057681
12.170000	0.000000	0.000000	1.881903	0.533099	-1.774816	0.046119	-0.064396	-0.065894	2741.920116
12.175000	0.000000	0.000000	2.768660	1.124624	-1.331955	0.061421	-0.057577	-0.122924	2743.029753
12.180000	0.000000	0.000000	3.414703	1.602412	-1.055598	0.068176	-0.046163	-0.157290	2744.468987
12.185000	0.000000	0.000000	3.543578	1.808932	-0.874681	0.062599	-0.034250	-0.160619	2744.902956
12.190000	0.000000	0.000000	3.027627	1.698696	-0.690032	0.044491	-0.024701	-0.136389	2746.479511
12.195000	0.000000	0.000000	1.939327	1.359070	-0.434904	0.017176	-0.018068	-0.098566	2746.770658
12.200000	0.000000	0.000000	0.509205	0.959481	-0.112377	-0.013676	-0.013279	-0.065406	2748.863587
12.205000	0.000000	0.000000	-0.968826	0.663494	0.206574	-0.041605	-0.009185	-0.051157	2748.539482
12.210000	0.000000	0.000000	-2.225879	0.556846	0.418119	-0.060868	-0.005668	-0.059808	2749.841379
12.215000	0.000000	0.000000	-3.073144	0.623016	0.431440	-0.067720	-0.003626	-0.084020	2750.500576
12.220000	0.000000	0.000000	-3.424612	0.772906	0.202990	-0.061267	-0.004202	-0.109464	2751.923323
12.225000	0.000000	0.000000	-3.293879	0.907106	-0.250790	-0.043506	-0.008070	-0.121982	2752.197989
12.230000	0.000000	0.000000	-2.772098	0.964381	-0.859412	-0.018576	-0.015121	-0.113837	2753.192265
12.235000	0.000000	0.000000	-1.995831	0.929046	-1.515378	0.008377	-0.024377	-0.086333	2754.961090
12.240000	0.000000	0.000000	-1.114009	0.815431	-2.097141	0.032249	-0.034041	-0.048395	2755.125889
12.245000	0.000000	0.000000	-0.264470	0.651755	-2.496638	0.048660	-0.041745	-0.012547	2755.796063
12.250000	0.000000	0.000000	0.437023	0.465984	-2.650978	0.054394	-0.045035	0.009826	2758.042802
12.255000	0.000000	0.000000	0.906522	0.281399	-2.572565	0.048050	-0.042115	0.012299	2758.449300
12.260000	0.000000	0.000000	1.104815	0.122212	-2.361686	0.030925	-0.032766	-0.004811	2759.130466
12.265000	0.000000	0.000000	1.041920	0.014433	-2.182254	0.007417	-0.018980	-0.035113	2760.712518
12.270000	0.000000	0.000000	0.767956	-0.015830	-2.198730	-0.015843	-0.004703	-0.068746	2760.932249
12.275000	0.000000	0.000000	0.357524	0.058194	-2.501412	-0.032192	0.005572	-0.095748	2761.899063
12.280000	0.000000	0.000000	-0.104385	0.254383	-3.058877	-0.037521	0.008815	-0.108899	2762.799955
12.285000	0.000000	0.000000	-0.530730	0.561056	-3.719899	-0.031642	0.004953	-0.105310	2763.909591
12.290000	0.000000	0.000000	-0.838480	0.922586	-4.261245	-0.017513	-0.002993	-0.086606	2764.777524
12.295000	0.000000	0.000000	-0.960635	1.248631	-4.459896	0.001010	-0.010063	-0.057958	2765.865188
12.300000	0.000000	0.000000	-0.866019	1.448544	-4.162832	0.021229	-0.011148	-0.026313	2766.414513
12.305000	0.000000	0.000000	-0.577730	1.469329	-3.334042	0.042192	-0.002721	0.001716	2768.177844
12.310000	0.000000	0.000000	-0.174318	1.317847	-2.071582	0.063751	0.015908	0.021616	2769.040284
12.315000	0.000000	0.000000	0.235284	1.063930	-0.596869	0.085042	0.042095	0.031698	2768.952393
12.320000	0.000000	0.000000	0.551957	0.817806	0.784181	0.103581	0.070398	0.032630	2770.583889
12.325000	0.000000	0.000000	0.719234	0.684825	1.756644	0.115785	0.094227	0.026381	2770.556418
12.330000	0.000000	0.000000	0.733243	0.719025	2.104586	0.118795	0.108134	0.015307	2771.984667
12.335000	0.000000	0.000000	0.628847	0.895601	1.806240	0.112234	0.109691	0.001822	2772.819636
12.340000	0.000000	0.000000	0.454317	1.120806	1.047122	0.098512	0.099974	-0.011563	2773.676587
12.345000	0.000000	0.000000	0.251077	1.283285	0.124139	0.081543	0.082475	-0.022348	2774.253378
12.350000	0.000000	0.000000	0.048033	1.314077	-0.704582	0.064875	0.061392	-0.028585	2775.225681
12.355000	0.000000	0.000000	-0.130829	1.211371	-1.329220	0.050312	0.040329	-0.029560	2775.917828
12.360000	0.000000	0.000000	-0.256036	1.021854	-1.797226	0.037559	0.021764	-0.026110	2778.538110
12.365000	0.000000	0.000000	-0.292240	0.809722	-2.231308	0.024973	0.006917	-0.020361	2778.450215
12.370000	0.000000	0.000000	-0.211841	0.632478	-2.717478	0.011100	-0.004313	-0.014899	2779.241244
12.375000	0.000000	0.000000	-0.012270	0.517564	-3.233632	-0.003768	-0.013190	-0.011549	2779.894943
12.380000	0.000000	0.000000	0.277320	0.451132	-3.655396	-0.016755	-0.021396	-0.010350	2781.158388
12.385000	0.000000	0.000000	0.602515	0.393026	-3.823153	-0.022829	-0.029706	-0.009593	2781.158388
12.390000	0.000000	0.000000	0.894235	0.301143	-3.621526	-0.016653	-0.036884	-0.007087	2782.630578
12.395000	0.000000	0.000000	1.076182	0.150090	-3.029451	0.004840	-0.039925	-0.001960	2783.822616
12.400000	0.000000	0.000000	1.072062	-0.052385	-2.130039	0.040463	-0.035999	0.004100	2784.366447
12.405000	0.000000	0.000000	0.821037	-0.259300	-1.095552	0.084314	-0.024987	0.007058	2785.217901
12.410000	0.000000	0.000000	0.303497	-0.401464	-0.164076	0.127076	-0.010608	0.002376	2785.937514
12.415000	0.000000	0.000000	-0.433258	-0.421558	0.397089	0.158836	0.001036	-0.012443	2786.783474
12.420000	0.000000	0.000000	-1.266903	-0.306430	0.360533	0.172533	0.004693	-0.036097	2788.925842
12.425000	0.000000	0.000000	-2.023032	-0.097268	-0.363985	0.166435	-0.001115	-0.063469	2788.382010
12.430000	0.000000	0.000000	-2.526877	0.125313	-1.653731	0.144112	-0.013201	-0.087214	2789.563058
12.435000	0.000000	0.000000	-2.663981	0.270667	-3.179828	0.111866	-0.025136	-0.100091	2790.595788
12.440000	0.000000	0.000000	-2.423460	0.277872	-4.512564	0.075500	-0.030011	-0.097197	2791.518654
12.445000	0.000000	0.000000	-1.904980	0.150114	-5.278840	0.038594	-0.023290	-0.077710	2791.798810
12.450000	0.000000	0.000000	-1.288780	-0.043803	-5.296535	0.002893	-0.004791	-0.045937	2793.260013
12.455000	0.000000	0.000000	-0.783866	-0.203498	-4.628388	-0.030222	0.020854	-0.011152	2793.803845
12.460000	0.000000	0.000000	-0.570281	-0.241952	-3.541193	-0.058687	0.045691	0.014632	2794.583887
12.465000	0.000000	0.000000	-0.744934	-0.119317	-2.395790	-0.080051	0.061627	0.020984	2795.726482
12.470000	0.000000	0.000000	-1.282387	0.141982	-1.514967	-0.092843	0.064027	0.003801	2797.495307
12.475000	0.000000	0.000000	-2.030177	0.464472	-1.080232	-0.097837	0.053878	-0.032081	2797.846876
12.480000	0.000000	0.000000	-2.754202	0.745253	-1.094882	-0.098016	0.037231	-0.074070	2797.791944
12.485000	0.000000	0.000000	-3.224041	0.894824	-1.419960	-0.097197	0.022162	-0.106391	2798.956512
12.490000	0.000000	0.000000	-3.298531	0.866902	-1.856008	-0.098230	0.014942	-0.116015	2800.022201
12.495000	0.000000	0.000000	-2.966583	0.671837	-2.228522	-0.101803	0.017438	-0.097481	2800.736323
12.500000	0.000000	0.000000	-2.324946	0.374283	-2.443558	-0.106365	0.026892	-0.054888	2801.785535
12.505000	0.000000	0.000000	-1.514339	0.079635	-2.499802	-0.109157	0.037874	-0.000580	2802.845730
12.510000	0.000000	0.000000	-0.656603	-0.085908	-2.462847	-0.107941	0.045291	0.048928	2803.428016
12.515000	0.000000	0.000000	0.175715	-0.006348	-2.419646	-0.102759	0.047014	0.078504	2804.488212
12.520000	0.000000	0.000000	0.951099	0.378648	-2.432227	-0.097007	0.044954	0.079496	2805.273747
